,Comp_name,year,firm_size,bank_br,fin_br,total_br,treated_i,control_i,post,did,log_bank_br,log_total_br,log_fin_br
424211,Ozone Pharmaceuticals Ltd.,2016,14.14,13.0,,14.22,0,1,1,0,2.6390573296152584,2.6546494243750947,
424212,Ozone Pharmaceuticals Ltd.,2017,19.55,24.89,,26.85,0,1,1,0,3.2538567937634464,3.2902658209548736,
424213,Ozone Pharmaceuticals Ltd.,2018,20.65,29.18,,29.26,0,1,1,0,3.407179453339703,3.3762213955919784,
424214,Ozone Pharmaceuticals Ltd.,2019,23.7,32.05,,32.05,0,1,1,0,3.498021566297695,3.467297183366679,
424215,Ozone Pharmaceuticals Ltd.,2020,26.92,34.63,,34.63,0,1,1,0,3.5731879796177446,3.5447203584143305,
424216,Ozone Pharmaceuticals Ltd.,2021,28.23,30.29,,38.48,0,1,1,0,3.443298557680791,3.6501386257975055,
424217,Ozone Pharmaceuticals Ltd.,2022,36.2,46.15,,47.67,0,1,1,0,3.8533340090794663,3.864302269216734,
424218,Ozone Pharmaceuticals Ltd.,2023,41.63,54.47,,54.47,0,1,1,0,4.015842334067143,3.9976500913955832,
424219,Ozone Pharmaceuticals Ltd.,2024,44.46,69.27,,69.27,0,1,1,0,4.252344965204106,4.238011912034514,
424510,P B I (India) Pvt. Ltd.,2015,6.16,5.02,,6.54,1,0,0,0,1.7950872593207297,1.8779371654691073,
424511,P B I (India) Pvt. Ltd.,2016,6.56,10.3,,10.31,1,0,1,1,2.424802725718295,2.333114298028869,
424512,P B I (India) Pvt. Ltd.,2017,9.97,24.59,,24.59,1,0,1,1,3.2422016501716975,3.202339856228101,
424513,P B I (India) Pvt. Ltd.,2018,11.2,19.53,,19.53,1,0,1,1,3.0218872310308424,2.9719517448885875,
424514,P B I (India) Pvt. Ltd.,2019,13.23,26.17,,26.17,1,0,1,1,3.3021134234382563,3.2646137165420543,
424515,P B I (India) Pvt. Ltd.,2020,13.37,31.33,,31.33,1,0,1,1,3.4759955917373415,3.4445761049641,
424516,P B I (India) Pvt. Ltd.,2021,14.4,20.12,,20.79,1,0,1,1,3.050220458838061,3.0344721018699214,
424517,P B I (India) Pvt. Ltd.,2022,15.68,59.2,,64.28,1,0,1,1,4.097672352314776,4.163248540869312,
424518,P B I (India) Pvt. Ltd.,2023,16.68,43.7,,48.81,1,0,1,1,3.7999735016195233,3.887935209899056,
424519,P B I (India) Pvt. Ltd.,2024,16.82,66.16,,71.19,1,0,1,1,4.20707783220934,4.265352359115782,
426050,P L R Foods Pvt. Ltd.,2015,9.82,0.82,10.61,11.43,1,0,0,0,0.598836501088704,2.4362414778067194,2.3617969526258915
426051,P L R Foods Pvt. Ltd.,2016,9.82,2.13,8.09,10.22,1,0,1,1,1.1410330045520618,2.3243465847755584,2.0906287310704004
426053,P L R Foods Pvt. Ltd.,2018,9.74,7.31,,9.34,1,0,1,1,2.1174596088673567,2.234306252240751,
426054,P L R Foods Pvt. Ltd.,2019,9.88,7.14,0.13,9.58,1,0,1,1,2.096790180014449,2.259677591982769,-2.0402208285265546
426055,P L R Foods Pvt. Ltd.,2020,9.88,4.27,,6.38,1,0,1,1,1.6620303625532709,1.8531680973566984,
426056,P L R Foods Pvt. Ltd.,2021,9.91,1.37,,3.65,1,0,1,1,0.8628899551470398,1.2947271675944,
426057,P L R Foods Pvt. Ltd.,2022,10.03,11.91,,12.11,1,0,1,1,2.558002204858551,2.494031557565001,
426058,P L R Foods Pvt. Ltd.,2023,33.02,25.37,,25.37,1,0,1,1,3.2722270003651954,3.2335673736111907,
426059,P L R Foods Pvt. Ltd.,2024,33.02,37.28,,37.28,1,0,1,1,3.6449275665847534,3.6184569898173904,
426740,P O C L Enterprises Ltd.,2005,0.44,0.77,,0.99,1,0,0,0,0.5709795465857378,-0.01005033585350145,
426741,P O C L Enterprises Ltd.,2006,0.44,0.08,,0.31,1,0,0,0,0.07696104113612832,-1.171182981502945,
426742,P O C L Enterprises Ltd.,2007,0.44,0.01,,0.23,1,0,0,0,0.009950330853168083,-1.4696759700589417,
426743,P O C L Enterprises Ltd.,2008,0.01,0.22,,0.22,1,0,0,0,0.1988508587451652,-1.5141277326297755,
426747,P O C L Enterprises Ltd.,2012,,0.29,,3.14,1,0,0,0,0.25464221837358075,1.144222799920162,
426748,P O C L Enterprises Ltd.,2013,0.0,0.1,,1.64,1,0,0,0,0.09531017980432487,0.494696241836107,
426749,P O C L Enterprises Ltd.,2014,4.01,24.47,,35.97,1,0,0,0,3.2375012889913655,3.5826852577075323,
426750,P O C L Enterprises Ltd.,2015,7.24,29.02,,44.54,1,0,0,0,3.401863826205316,3.7963876618292214,
426751,P O C L Enterprises Ltd.,2016,6.14,46.49,,70.98,1,0,1,1,3.8605191625610304,4.2623981472183505,
426752,P O C L Enterprises Ltd.,2017,6.57,35.17,,104.65,1,0,1,1,3.5882300459640066,4.650621448892009,
426753,P O C L Enterprises Ltd.,2018,7.28,71.07,,84.82,1,0,1,1,4.27763786893635,4.4405313640464446,
426754,P O C L Enterprises Ltd.,2019,7.61,53.87,,73.4,1,0,1,1,4.004966751070884,4.29592393562047,
426755,P O C L Enterprises Ltd.,2020,8.14,69.17,,85.18,1,0,1,1,4.250920869264197,4.444766664495067,
426756,P O C L Enterprises Ltd.,2021,8.4,61.75,,85.58,1,0,1,1,4.139158578011894,4.449451610988671,
426757,P O C L Enterprises Ltd.,2022,8.87,74.29,,90.06,1,0,1,1,4.321347323862031,4.500476114873425,
426758,P O C L Enterprises Ltd.,2023,9.82,85.32,,105.01,1,0,1,1,4.458061320949879,4.654055583717902,
426759,P O C L Enterprises Ltd.,2024,15.37,93.46,,107.33,1,0,1,1,4.548176464467971,4.675908200493433,
427246,P S B Papers Pvt. Ltd.,2011,3.62,0.52,,1.16,0,1,0,0,0.41871033485818504,0.14842000511827322,
427247,P S B Papers Pvt. Ltd.,2012,3.62,6.56,,7.64,0,1,0,0,2.0228711901914416,2.033397603178429,
427248,P S B Papers Pvt. Ltd.,2013,13.85,5.93,,6.81,0,1,0,0,1.9358598132018119,1.918392120161421,
427249,P S B Papers Pvt. Ltd.,2014,16.21,0.28,,0.28,0,1,0,0,0.2468600779315258,-1.2729656758128873,
427250,P S B Papers Pvt. Ltd.,2015,13.28,1.88,,1.88,0,1,0,0,1.0577902941478545,0.6312717768418578,
427251,P S B Papers Pvt. Ltd.,2016,,0.83,,0.83,0,1,1,0,0.6043159668533296,-0.18632957819149348,
427252,P S B Papers Pvt. Ltd.,2017,13.35,1.19,,1.19,0,1,1,0,0.7839015438284094,0.17395330712343798,
427253,P S B Papers Pvt. Ltd.,2018,13.93,0.44,,0.44,0,1,1,0,0.36464311358790924,-0.8209805520698302,
427254,P S B Papers Pvt. Ltd.,2019,19.37,0.99,,0.99,0,1,1,0,0.688134638736401,-0.01005033585350145,
427255,P S B Papers Pvt. Ltd.,2020,,0.66,,0.66,0,1,1,0,0.5068176023684519,-0.4155154439616658,
427256,P S B Papers Pvt. Ltd.,2021,20.37,2.35,,2.35,0,1,1,0,1.208960345836975,0.8544153281560676,
427257,P S B Papers Pvt. Ltd.,2022,29.35,3.01,,3.01,0,1,1,0,1.3887912413184778,1.1019400787607843,
427258,P S B Papers Pvt. Ltd.,2023,29.45,3.86,,3.86,0,1,1,0,1.5810384379124023,1.3506671834767394,
427259,P S B Papers Pvt. Ltd.,2024,29.46,5.73,,5.73,0,1,1,0,1.9065751436566365,1.7457155307266483,
427466,P S P Farms Pvt. Ltd.,2011,8.39,11.27,,11.27,1,0,0,0,2.50715725872282,2.422144328051685,
427467,P S P Farms Pvt. Ltd.,2012,8.56,8.58,,8.58,1,0,0,0,2.259677591982769,2.149433913499871,
427468,P S P Farms Pvt. Ltd.,2013,8.6,11.15,,11.15,1,0,0,0,2.4973291697865574,2.411439497906128,
427469,P S P Farms Pvt. Ltd.,2014,8.66,12.3,,12.3,1,0,0,0,2.5877640352277083,2.509599262378372,
427470,P S P Farms Pvt. Ltd.,2015,8.69,8.09,,8.09,1,0,0,0,2.2071749081893874,2.0906287310704004,
427471,P S P Farms Pvt. Ltd.,2016,8.73,9.99,,9.99,1,0,1,1,2.39698576841553,2.301584592660462,
427472,P S P Farms Pvt. Ltd.,2017,8.98,9.37,,9.37,1,0,1,1,2.3389170222414357,2.2375130962503307,
427473,P S P Farms Pvt. Ltd.,2018,9.8,4.97,,4.97,1,0,1,1,1.7867469274045107,1.6034198401085373,
427474,P S P Farms Pvt. Ltd.,2019,9.87,6.6,,6.83,1,0,1,1,2.028148247292285,1.9213246735826988,
427475,P S P Farms Pvt. Ltd.,2020,9.89,6.0,,6.21,1,0,1,1,1.9459101490553132,1.8261608959453874,
427477,P S P Farms Pvt. Ltd.,2022,10.2,0.46,,0.49,1,0,1,1,0.3784364357202451,-0.7133498878774648,
427478,P S P Farms Pvt. Ltd.,2023,10.47,1.7,,1.7,1,0,1,1,0.9932517730102833,0.5306282510621704,
427601,P S Steel Tubes Pvt. Ltd.,2006,3.09,5.54,,8.46,1,0,0,0,1.8779371654691073,2.135349173618132,
427602,P S Steel Tubes Pvt. Ltd.,2007,3.14,5.87,,8.96,1,0,0,0,1.927164106234258,2.192770226986839,
427603,P S Steel Tubes Pvt. Ltd.,2008,4.33,10.81,,14.29,1,0,0,0,2.468946630209271,2.659559991941776,
427604,P S Steel Tubes Pvt. Ltd.,2009,4.94,9.74,,9.82,1,0,0,0,2.3739750890807185,2.2844211223663744,
427605,P S Steel Tubes Pvt. Ltd.,2010,6.2,12.49,,18.74,1,0,0,0,2.6019486702196644,2.930660276810276,
427606,P S Steel Tubes Pvt. Ltd.,2011,8.12,16.08,,23.68,1,0,0,0,2.837908188360424,3.164630810015805,
427607,P S Steel Tubes Pvt. Ltd.,2012,5.55,22.42,,23.96,1,0,0,0,3.1535903581695712,3.1763857732472487,
427608,P S Steel Tubes Pvt. Ltd.,2013,6.57,29.72,,31.99,1,0,0,0,3.4249139082794713,3.4654233539614268,
427609,P S Steel Tubes Pvt. Ltd.,2014,6.97,23.28,,24.16,1,0,0,0,3.1896529661912973,3.184698373066614,
427610,P S Steel Tubes Pvt. Ltd.,2015,7.13,23.22,,23.89,1,0,0,0,3.1871787381249463,3.173459961337718,
427611,P S Steel Tubes Pvt. Ltd.,2016,37.1,78.78,,81.85,1,0,1,1,4.379272846477261,4.404888303817144,
427612,P S Steel Tubes Pvt. Ltd.,2017,54.65,107.15,2.52,113.9,1,0,1,1,4.683519152399068,4.735320870453137,0.9242589015233319
427613,P S Steel Tubes Pvt. Ltd.,2018,56.73,130.05,2.4,137.15,1,0,1,1,4.875578929769415,4.9210752173836125,0.8754687373538999
427614,P S Steel Tubes Pvt. Ltd.,2019,53.12,138.56,2.01,145.15,1,0,1,1,4.9384946163185734,4.977767690470639,0.6981347220709843
427615,P S Steel Tubes Pvt. Ltd.,2020,50.9,128.35,1.56,134.93,1,0,1,1,4.862521908632038,4.904756125442696,0.44468582126144574
427616,P S Steel Tubes Pvt. Ltd.,2021,42.38,130.42,,135.61,1,0,1,1,4.878398301469722,4.909783119099854,
427617,P S Steel Tubes Pvt. Ltd.,2022,52.4,120.99,,129.2,1,0,1,1,4.803939074160646,4.861361591348501,
427618,P S Steel Tubes Pvt. Ltd.,2023,52.97,117.41,,126.24,1,0,1,1,4.774153178342865,4.838184857097564,
427619,P S Steel Tubes Pvt. Ltd.,2024,68.52,72.61,,88.27,1,0,1,1,4.298780886070615,4.480400299032142,
428305,Pacific Harish Inds. Ltd.,2010,3.68,5.15,,6.71,0,1,0,0,1.8164520818184267,1.9035989509835904,
428306,Pacific Harish Inds. Ltd.,2011,8.17,9.8,,13.37,0,1,0,0,2.379546134130174,2.5930133911138515,
428307,Pacific Harish Inds. Ltd.,2012,8.93,9.28,,12.26,0,1,0,0,2.330200260027019,2.506341930508065,
428308,Pacific Harish Inds. Ltd.,2013,8.82,9.07,,12.09,0,1,0,0,2.309560706730471,2.492378664626701,
428309,Pacific Harish Inds. Ltd.,2014,10.01,13.27,,16.84,0,1,0,0,2.658159431488745,2.8237570088141806,
428310,Pacific Harish Inds. Ltd.,2015,13.69,13.03,,16.78,0,1,0,0,2.6411978941143697,2.8201877010390604,
428311,Pacific Harish Inds. Ltd.,2016,14.3,13.76,,14.73,0,1,1,0,2.6919208191723265,2.689886230474539,
428312,Pacific Harish Inds. Ltd.,2017,14.94,12.29,,12.61,0,1,1,0,2.587011872725154,2.534490149976828,
428313,Pacific Harish Inds. Ltd.,2018,16.06,10.92,,11.14,0,1,1,0,2.4782176616372036,2.410542234499138,
428314,Pacific Harish Inds. Ltd.,2019,17.03,8.86,,9.31,0,1,1,0,2.288486168614544,2.231089091288976,
428315,Pacific Harish Inds. Ltd.,2020,,8.19,,8.71,0,1,1,0,2.2181159363675955,2.1644717908644115,
428316,Pacific Harish Inds. Ltd.,2021,17.72,3.79,4.7,8.97,0,1,1,0,1.5665304114228238,2.1938856760707046,1.547562508716013
428317,Pacific Harish Inds. Ltd.,2022,18.21,3.85,6.43,10.88,0,1,1,0,1.5789787049493917,2.3869262414277967,1.860974538249528
428318,Pacific Harish Inds. Ltd.,2023,,5.26,9.17,15.25,0,1,1,0,1.8341801851120072,2.7245795030534206,2.2159372862683733
428319,Pacific Harish Inds. Ltd.,2024,,5.09,9.62,15.5,0,1,1,0,1.8066480817218056,2.740840023925201,2.263844264677615
430087,Pallavaram Tanners Indl. Effluent Treatment Co. Ltd.,2012,5.9,4.74,,13.48,1,0,0,0,1.747459210331475,2.601207105484161,
430088,Pallavaram Tanners Indl. Effluent Treatment Co. Ltd.,2013,6.1,4.65,,13.85,1,0,0,0,1.7316555451583497,2.6282852326333477,
430089,Pallavaram Tanners Indl. Effluent Treatment Co. Ltd.,2014,6.58,1.77,,1.77,1,0,0,0,1.0188473201992472,0.5709795465857378,
430090,Pallavaram Tanners Indl. Effluent Treatment Co. Ltd.,2015,6.34,0.21,,0.21,1,0,0,0,0.1906203596086497,-1.5606477482646683,
430091,Pallavaram Tanners Indl. Effluent Treatment Co. Ltd.,2016,6.4,0.03,,0.03,1,0,1,1,0.0295588022415444,-3.506557897319982,
430092,Pallavaram Tanners Indl. Effluent Treatment Co. Ltd.,2017,1.23,0.13,,0.67,1,0,1,1,0.12221763272424921,-0.40047756659712525,
430093,Pallavaram Tanners Indl. Effluent Treatment Co. Ltd.,2018,1.55,0.09,,0.21,1,0,1,1,0.08617769624105233,-1.5606477482646683,
430095,Pallavaram Tanners Indl. Effluent Treatment Co. Ltd.,2020,10.89,1.09,,1.09,1,0,1,1,0.7371640659767197,0.08617769624105241,
430096,Pallavaram Tanners Indl. Effluent Treatment Co. Ltd.,2021,10.89,0.59,,0.59,1,0,1,1,0.4637340162321401,-0.527632742082372,
430097,Pallavaram Tanners Indl. Effluent Treatment Co. Ltd.,2022,10.89,0.13,,0.13,1,0,1,1,0.12221763272424921,-2.0402208285265546,
430098,Pallavaram Tanners Indl. Effluent Treatment Co. Ltd.,2023,10.95,3.69,,3.69,1,0,1,1,1.545432582458188,1.3056264580524357,
430167,Pallorbund Tea Ltd.,2012,5.68,7.4,,8.37,1,0,0,0,2.128231705849268,2.124653884501384,
430168,Pallorbund Tea Ltd.,2013,5.7,7.02,,8.1,1,0,0,0,2.081938421878423,2.0918640616783932,
430169,Pallorbund Tea Ltd.,2014,6.0,7.69,,8.43,1,0,0,0,2.162172939277301,2.131796772013764,
430170,Pallorbund Tea Ltd.,2015,6.0,7.94,,8.72,1,0,0,0,2.190535589185423,2.1656192379208883,
430171,Pallorbund Tea Ltd.,2016,9.98,4.16,,6.81,1,0,1,1,1.6409365794934714,1.918392120161421,
430172,Pallorbund Tea Ltd.,2017,10.32,4.25,,5.97,1,0,1,1,1.6582280766035324,1.7867469274045107,
430173,Pallorbund Tea Ltd.,2018,10.31,4.42,,7.6,1,0,1,1,1.6900958154515549,2.028148247292285,
430174,Pallorbund Tea Ltd.,2019,10.5,1.53,0.02,7.76,1,0,1,1,0.9282193027394289,2.048982334195127,-3.912023005428146
430175,Pallorbund Tea Ltd.,2020,10.5,2.32,,10.02,1,0,1,1,1.199964782928397,2.3045830956567186,
430176,Pallorbund Tea Ltd.,2021,10.58,3.11,,11.81,1,0,1,1,1.4134230285081433,2.468946630209271,
430177,Pallorbund Tea Ltd.,2022,10.59,2.67,,10.98,1,0,1,1,1.3001916620664788,2.3960754360813845,
430178,Pallorbund Tea Ltd.,2023,10.59,2.76,,13.87,1,0,1,1,1.324418957401803,2.6297282343267403,
430179,Pallorbund Tea Ltd.,2024,10.59,2.59,,19.49,1,0,1,1,1.2781522025001875,2.9699015135194693,
430540,Pan Drugs Ltd.,2005,5.26,3.27,4.2,8.15,1,0,0,0,1.4516138272405332,2.0980179272527715,1.4350845252893227
430541,Pan Drugs Ltd.,2006,5.26,3.88,6.27,11.09,1,0,0,0,1.5851452198650557,2.4060438013622756,1.8357763546448294
430542,Pan Drugs Ltd.,2007,5.26,9.93,,10.86,1,0,0,0,2.391511302188447,2.3850863145057892,
430543,Pan Drugs Ltd.,2008,5.26,9.91,,11.05,1,0,0,0,2.3896797998449792,2.402430427963762,
430544,Pan Drugs Ltd.,2009,5.29,9.91,,10.59,1,0,0,0,2.3896797998449792,2.359910159613315,
430545,Pan Drugs Ltd.,2010,5.34,9.99,,10.64,1,0,0,0,2.39698576841553,2.3646204839134985,
430546,Pan Drugs Ltd.,2011,5.36,9.91,,10.56,1,0,0,0,2.3896797998449792,2.3570732782781154,
430547,Pan Drugs Ltd.,2012,5.81,17.68,,18.23,1,0,0,0,2.9274534328006965,2.9030685886905716,
430548,Pan Drugs Ltd.,2013,6.53,17.97,,18.47,1,0,0,0,2.9428587839469227,2.9161477942111484,
430549,Pan Drugs Ltd.,2014,6.54,18.64,0.06,19.42,1,0,0,0,2.97756830292632,2.966303462863179,-2.8134107167600364
430550,Pan Drugs Ltd.,2015,7.79,18.84,0.1,19.66,1,0,0,0,2.987700101856727,2.9785861147190205,-2.3025850929940455
430551,Pan Drugs Ltd.,2016,9.57,18.44,,19.51,1,0,1,1,2.967332799032293,2.97092715463502,
430552,Pan Drugs Ltd.,2017,10.84,18.37,,19.44,1,0,1,1,2.9637254774189046,2.967332799032293,
430553,Pan Drugs Ltd.,2018,11.11,18.56,,19.6,1,0,1,1,2.9734866646066713,2.975529566236472,
430554,Pan Drugs Ltd.,2019,11.24,18.35,,18.35,1,0,1,1,2.962692419475791,2.9096295745005794,
430555,Pan Drugs Ltd.,2020,12.01,2.19,,3.26,1,0,1,1,1.1600209167967532,1.1817271953786161,
430556,Pan Drugs Ltd.,2021,11.91,0.56,,1.74,1,0,1,1,0.44468582126144574,0.5538851132264376,
430557,Pan Drugs Ltd.,2022,17.48,0.28,,0.84,1,0,1,1,0.2468600779315258,-0.1743533871447778,
430558,Pan Drugs Ltd.,2023,,2.64,,2.99,1,0,1,1,1.2919836816486494,1.095273387402595,
430559,Pan Drugs Ltd.,2024,,0.17,,0.24,1,0,1,1,0.15700374880966475,-1.4271163556401458,
431129,Panchavati Polyfibres Ltd.,2014,7.65,18.56,4.94,25.98,1,0,0,0,2.9734866646066713,3.2573270112424533,1.5973653311998313
431130,Panchavati Polyfibres Ltd.,2015,8.4,13.25,3.8,19.44,1,0,0,0,2.6567569067146595,2.967332799032293,1.33500106673234
431131,Panchavati Polyfibres Ltd.,2016,8.15,13.37,3.22,18.84,1,0,1,1,2.6651427000909336,2.935982269148217,1.169381359556317
431132,Panchavati Polyfibres Ltd.,2017,8.97,18.0,2.05,22.14,1,0,1,1,2.9444389791664403,3.0973859272804907,0.7178397931503168
431133,Panchavati Polyfibres Ltd.,2018,9.44,17.31,2.71,22.0,1,0,1,1,2.907447358686419,3.091042453358316,0.9969486348916096
431134,Panchavati Polyfibres Ltd.,2019,10.65,16.91,2.98,21.81,1,0,1,1,2.8853592160726205,3.0823685802135374,1.091923300517313
431135,Panchavati Polyfibres Ltd.,2020,10.7,16.91,1.94,22.01,1,0,1,1,2.8853592160726205,3.0914968955383704,0.6626879730752367
431136,Panchavati Polyfibres Ltd.,2021,11.18,14.88,0.9,19.11,1,0,1,1,2.7650604558189897,2.950211758252182,-0.10536051565782628
431137,Panchavati Polyfibres Ltd.,2022,12.11,17.19,0.07,22.79,1,0,1,1,2.900871992530031,3.126321843257593,-2.659260036932778
431138,Panchavati Polyfibres Ltd.,2023,18.13,22.01,,26.26,1,0,1,1,3.1359289040472746,3.26804686887465,
431139,Panchavati Polyfibres Ltd.,2024,16.96,19.99,,23.9,1,0,1,1,3.0440461338325417,3.173878458937465,
431300,Panchsheel Organics Ltd.,2005,3.63,1.44,0.69,2.13,0,1,0,0,0.8919980393051105,0.7561219797213337,-0.37106368139083207
431301,Panchsheel Organics Ltd.,2006,5.08,1.89,1.14,3.03,0,1,0,0,1.0612565021243408,1.1085626195212777,0.131028262406404
431302,Panchsheel Organics Ltd.,2007,5.83,2.03,1.27,3.3,0,1,0,0,1.1085626195212777,1.1939224684724346,0.23901690047049992
431303,Panchsheel Organics Ltd.,2008,6.56,2.03,1.89,3.92,0,1,0,0,1.1085626195212777,1.366091653802371,0.636576829071551
431304,Panchsheel Organics Ltd.,2009,7.41,3.01,1.51,4.52,0,1,0,0,1.3887912413184778,1.5085119938441398,0.412109650826833
431305,Panchsheel Organics Ltd.,2010,7.85,3.86,1.61,6.47,0,1,0,0,1.5810384379124023,1.8671761085128091,0.4762341789963717
431306,Panchsheel Organics Ltd.,2011,8.17,3.57,1.1,5.67,0,1,0,0,1.5195132049061133,1.7351891177396608,0.09531017980432493
431307,Panchsheel Organics Ltd.,2012,9.04,5.68,0.79,6.47,0,1,0,0,1.8991179875485542,1.8671761085128091,-0.23572233352106983
431308,Panchsheel Organics Ltd.,2013,9.71,4.46,0.95,5.41,0,1,0,0,1.6974487897568136,1.6882490928583902,-0.05129329438755058
431309,Panchsheel Organics Ltd.,2014,9.92,4.3,2.33,6.63,0,1,0,0,1.667706820558076,1.891604804197771,0.8458682675776092
431310,Panchsheel Organics Ltd.,2015,11.06,1.93,2.98,4.91,0,1,0,0,1.0750024230289759,1.5912739418064292,1.091923300517313
431311,Panchsheel Organics Ltd.,2016,6.37,5.26,1.47,6.73,0,1,1,0,1.8341801851120072,1.9065751436566365,0.3852624007906449
431312,Panchsheel Organics Ltd.,2017,6.92,4.7,0.99,5.69,0,1,1,0,1.7404661748405046,1.7387102481382397,-0.01005033585350145
431313,Panchsheel Organics Ltd.,2018,7.73,4.51,0.38,4.89,0,1,1,0,1.706564623164823,1.5871923034867805,-0.9675840262617056
431314,Panchsheel Organics Ltd.,2019,7.98,4.21,0.1,4.31,0,1,1,0,1.6505798557652755,1.4609379041156563,-2.3025850929940455
431315,Panchsheel Organics Ltd.,2020,8.26,3.77,,3.77,0,1,1,0,1.56234630490025,1.3270750014599193,
431316,Panchsheel Organics Ltd.,2021,8.86,4.11,,4.11,0,1,1,0,1.631199404215613,1.4134230285081433,
431317,Panchsheel Organics Ltd.,2022,9.87,5.58,,5.58,0,1,1,0,1.884034745337226,1.7191887763932197,
431318,Panchsheel Organics Ltd.,2023,12.81,6.31,,6.31,0,1,1,0,1.9892432737616872,1.8421356765531218,
431319,Panchsheel Organics Ltd.,2024,15.12,5.44,,5.44,0,1,1,0,1.8625285401162623,1.6937790608678513,
431401,Pandian Chemicals Ltd.,2006,6.57,0.32,,0.52,0,1,0,0,0.2776317365982795,-0.6539264674066639,
431403,Pandian Chemicals Ltd.,2008,6.73,0.55,,0.76,0,1,0,0,0.4382549309311553,-0.2744368457017603,
431404,Pandian Chemicals Ltd.,2009,8.02,2.39,,2.62,0,1,0,0,1.220829921392359,0.9631743177730056,
431405,Pandian Chemicals Ltd.,2010,11.66,5.22,,5.43,0,1,0,0,1.827769906751088,1.691939133945844,
431406,Pandian Chemicals Ltd.,2011,12.21,2.32,,2.51,0,1,0,0,1.199964782928397,0.9202827531436925,
431408,Pandian Chemicals Ltd.,2013,10.96,2.66,,2.73,0,1,0,0,1.297463147413275,1.0043016091968684,
431409,Pandian Chemicals Ltd.,2014,10.99,1.1,,1.17,0,1,0,0,0.7419373447293773,0.1570037488096647,
431410,Pandian Chemicals Ltd.,2015,10.63,0.3,,0.3,0,1,0,0,0.26236426446749106,-1.2039728043259361,
431411,Pandian Chemicals Ltd.,2016,10.9,0.02,,0.02,0,1,1,0,0.019802627296179712,-3.912023005428146,
431412,Pandian Chemicals Ltd.,2017,15.84,0.4,,0.4,0,1,1,0,0.33647223662121295,-0.916290731874155,
431414,Pandian Chemicals Ltd.,2019,16.12,1.61,,1.61,0,1,1,0,0.9593502213346021,0.4762341789963717,
431419,Pandian Chemicals Ltd.,2024,20.74,7.85,,7.85,0,1,1,0,2.180417459019838,2.060513531794317,
431680,Pankaj Agro Protinex Ltd.,2005,,1.05,1.31,5.97,1,0,0,0,0.7178397931503169,1.7867469274045107,0.2700271372130602
431681,Pankaj Agro Protinex Ltd.,2006,5.13,2.49,,4.0,1,0,0,0,1.2499017362143359,1.3862943611198906,
431682,Pankaj Agro Protinex Ltd.,2007,5.14,2.78,,4.62,1,0,0,0,1.3297240096314962,1.5303947050936475,
431683,Pankaj Agro Protinex Ltd.,2008,5.17,2.65,,4.8,1,0,0,0,1.2947271675944,1.5686159179138452,
431684,Pankaj Agro Protinex Ltd.,2009,5.29,2.83,,5.21,1,0,0,0,1.3428648031925547,1.6505798557652755,
431685,Pankaj Agro Protinex Ltd.,2010,5.63,3.16,,5.8,1,0,0,0,1.425515074273172,1.7578579175523736,
431686,Pankaj Agro Protinex Ltd.,2011,5.65,4.94,,7.99,1,0,0,0,1.7817091333745536,2.0781907597781832,
431687,Pankaj Agro Protinex Ltd.,2012,5.81,3.38,,3.38,1,0,0,0,1.4770487243883548,1.2178757094949273,
431688,Pankaj Agro Protinex Ltd.,2013,5.94,1.62,,1.62,1,0,0,0,0.9631743177730056,0.4824261492442928,
431689,Pankaj Agro Protinex Ltd.,2014,5.96,2.34,,2.34,1,0,0,0,1.205970806988609,0.85015092936961,
431690,Pankaj Agro Protinex Ltd.,2015,6.01,3.37,,3.37,1,0,0,0,1.4747630091074988,1.2149127443642704,
431691,Pankaj Agro Protinex Ltd.,2016,6.19,2.6,,2.6,1,0,1,1,1.2809338454620642,0.9555114450274363,
431692,Pankaj Agro Protinex Ltd.,2017,6.19,6.22,,6.22,1,0,1,1,1.9768549529047348,1.827769906751088,
431693,Pankaj Agro Protinex Ltd.,2018,6.31,3.44,,3.44,1,0,1,1,1.4906543764441333,1.235471471385307,
431694,Pankaj Agro Protinex Ltd.,2019,6.31,0.24,,0.24,1,0,1,1,0.2151113796169455,-1.4271163556401458,
431723,Pankaj Glass Works Ltd.,2008,6.47,7.36,,7.36,0,1,0,0,2.1234584270966104,1.9960599327407849,
431724,Pankaj Glass Works Ltd.,2009,7.22,7.43,,7.66,0,1,0,0,2.131796772013764,2.0360119837525,
431725,Pankaj Glass Works Ltd.,2010,7.42,6.68,,6.76,0,1,0,0,2.038619547159581,1.9110228900548727,
431726,Pankaj Glass Works Ltd.,2011,11.1,9.11,,9.13,0,1,0,0,2.3135250330323798,2.211565694606877,
431727,Pankaj Glass Works Ltd.,2012,12.19,8.38,,8.4,0,1,0,0,2.238579763018133,2.128231705849268,
431728,Pankaj Glass Works Ltd.,2013,12.86,8.56,,9.49,0,1,0,0,2.25758772706331,2.2502386126218363,
431729,Pankaj Glass Works Ltd.,2014,13.86,8.63,,11.53,0,1,0,0,2.2648832258100344,2.4449523342809676,
431730,Pankaj Glass Works Ltd.,2015,13.45,11.26,,11.41,0,1,0,0,2.506341930508065,2.4344901638739844,
431731,Pankaj Glass Works Ltd.,2016,15.47,14.59,,16.43,0,1,1,0,2.7466296830696852,2.799108932049177,
